,PRCP,SNOW,SNWD,TMAX,TMIN
0,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
1,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
2,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
3,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
4,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
5,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
6,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
7,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
8,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
9,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
10,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
11,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
12,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
13,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
14,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
15,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
16,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
17,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
18,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
19,-0.010982008448015435,-0.15443559101493262,-0.15934015652114522,0.0948190005335149,0.08599699841816054
